Country/Region,Lat,Long,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20
New South Wales | Australia ,-33.8688,151.2093,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,12,21,21,25,27,37,47,54,64,64,91,111,133,170,209,266,306,352,435,668,668,817,1028,1218,1404,1616,1790,2031,2031,2181,2297,2388,2492,2579,2636,2685,2733,2772,2821,2856,2856,2862,2869,2885,2896,2925,2935,2956,2962,2968,2970,2975,2981,2993,3001,3003,3015,3015,3024,3029,3034,3032,3034,3041,3043,3046,3050,3052,3052,3052,3058,3062,3070,3073,3074,3075,3077,3080,3081,3083,3085,3086,3089,3091,3088,3089,3091,3091,3094,3097,3103,3103,3105,3109,3109,3108,3111,3113,3116,3116,3114,3118,3127,3130,3133,3134,3136,3142,3143,3148
Greece ,39.0742,21.8243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,6,6,8,30,44,45,72,72,88,98,98,189,227,330,330,386,417,417,494,529,623,694,742,820,891,965,1060,1155,1211,1313,1414,1543,1612,1672,1734,1754,1831,1883,1954,2010,2080,2113,2144,2169,2191,2206,2223,2234,2234,2244,2400,2407,2462,2489,2505,2516,2533,2565,2575,2590,2611,2619,2625,2631,2641,2662,2677,2690,2709,2715,2725,2743,2759,2769,2809,2818,2833,2835,2839,2849,2852,2873,2875,2877,2881,2891,2902,2905,2908,2914,2916,2917,2936,2936,2951,2966,2979,2996,3048,3057,3067,3087,3107,3111,3120,3133,3147,3202,3226,3236,3255
Bosnia and Herzegovina ,43.9159,17.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,6,10,12,17,23,24,25,37,62,88,92,125,135,165,175,190,236,257,322,367,419,458,532,578,623,653,673,763,803,857,900,945,1008,1036,1082,1109,1166,1213,1267,1284,1308,1341,1367,1412,1420,1485,1515,1564,1584,1676,1756,1780,1838,1856,1925,1945,1986,2026,2069,2089,2116,2140,2157,2180,2217,2235,2266,2289,2303,2320,2337,2349,2371,2390,2400,2405,2415,2434,2461,2484,2493,2509,2523,2534,2550,2593,2605,2605,2605,2703,2727,2774,2831,2892,2892,2892,3039,3084,3140,3173,3272,3272
Venezuela ,6.4238,-66.5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,16,32,35,41,41,69,69,76,83,90,106,106,118,118,134,134,142,145,152,154,158,164,164,166,170,170,174,180,188,188,196,203,203,226,255,255,284,287,310,317,322,324,328,328,330,332,334,344,356,356,360,378,380,387,401,413,421,422,422,454,458,503,540,617,748,823,881,943,1009,1120,1176,1210,1244,1324,1369,1458,1509,1661,1818,1951,2086,2144,2315,2376,2472,2631,2737,2813,2878,2903,2977,3061,3149,3385,3482,3590,3788
Bulgaria ,42.7339,25.4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,22,40,50,51,66,91,93,126,162,186,200,217,241,263,292,330,345,358,398,421,456,484,502,530,548,576,592,617,634,660,674,684,712,746,799,845,877,893,928,974,1023,1096,1233,1246,1299,1362,1398,1446,1505,1554,1593,1617,1651,1703,1777,1828,1871,1920,1964,1989,2022,2068,2099,2137,2174,2210,2234,2258,2291,2330,2371,2407,2426,2432,2442,2459,2476,2484,2498,2512,2518,2537,2559,2584,2626,2710,2726,2809,2888,2992,3085,3190,3265,3289,3340,3452,3541,3673,3754,3871
Hungary ,47.1625,19.5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,8,8,12,12,18,29,31,38,49,57,72,84,102,130,166,186,225,260,299,342,407,446,491,524,584,622,677,732,743,816,894,979,1189,1309,1409,1457,1511,1578,1651,1762,1833,1915,1983,2097,2167,2283,2442,2442,2499,2582,2648,2726,2774,2862,2941,2997,3034,3064,3110,3149,3177,3212,3262,3283,3312,3340,3379,3416,3472,3508,3534,3555,3597,3640,3677,3712,3740,3755,3770,3792,3815,3840,3866,3875,3891,3920,3930,3953,3969,3989,4007,4013,4016,4026,4038,4052,4063,4068,4075,4076,4077,4078,4080,4085
Luxembourg ,49.8153,6.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,6,18,33,50,58,76,139,202,334,483,669,797,874,1098,1332,1452,1604,1830,1949,1987,2177,2318,2486,2611,2728,2803,2842,2969,3033,3114,3222,3269,3280,3291,3306,3372,3443,3479,3536,3549,3557,3617,3653,3664,3694,3710,3722,3728,3740,3768,3783,3801,3811,3823,3827,3839,3850,3858,3870,3876,3885,3887,3893,3903,3914,3922,3929,3944,3946,3957,3970,3979,3980,3989,3991,3992,3994,4000,4007,4011,4015,4017,4018,4019,4023,4026,4031,4034,4038,4039,4045,4048,4051,4054,4062,4069,4071,4074,4084,4090,4098,4104
Gabon ,-0.8037,11.6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,5,6,6,6,6,6,15,17,20,20,20,20,23,29,33,43,43,45,48,56,56,79,79,107,107,108,119,155,165,166,171,175,175,210,237,275,275,275,334,334,366,396,396,503,619,660,660,801,862,1003,1103,1208,1319,1319,1431,1501,1566,1566,1727,1933,1933,2134,2237,2318,2430,2612,2654,2654,2654,2802,2901,2954,3100,3100,3100,3100,3246,3374,3462,3462,3462,3462,4032,4113,4228,4339,4427,4427
Ethiopia ,9.145,40.4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,8,8,10,10,11,11,11,15,15,20,22,25,28,28,34,37,42,43,51,54,55,64,68,70,73,81,84,91,95,104,107,110,113,115,115,116,121,122,123,125,129,130,132,132,134,139,144,161,190,193,209,238,249,260,262,271,286,305,316,351,364,388,398,432,493,581,654,700,730,830,967,1062,1171,1256,1343,1485,1635,1804,1933,2019,2155,2335,2505,2669,2914,3165,3344,3520,3629,3758,3953,4069,4468
El Salvador ,13.7942,-88.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,8,12,12,18,23,29,31,31,40,45,55,61,68,77,92,102,116,117,124,136,148,158,163,176,189,200,217,224,236,249,273,273,297,322,344,376,394,423,445,489,554,586,632,694,741,783,888,957,997,1036,1111,1209,1264,1337,1412,1497,1570,1639,1724,1818,1914,1982,2041,2108,2193,2277,2394,2516,2581,2652,2704,2780,2848,2933,3014,3103,3190,3273,3372,3480,3602,3719,3825,3940,4065,4199,4328,4474
Kenya ,-0.0236,37.9062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,6,14,15,24,27,30,30,37,41,49,58,80,109,121,125,141,157,171,178,183,188,190,196,207,215,224,233,245,261,269,280,295,302,319,335,342,354,362,373,383,395,410,434,464,489,534,581,606,620,648,671,699,714,736,757,780,829,886,911,962,1028,1108,1160,1191,1213,1285,1347,1470,1617,1744,1887,1961,2020,2092,2215,2339,2473,2599,2766,2871,2988,3093,3214,3304,3456,3593,3726,3859,4043,4256,4373,4477
Djibouti ,11.8251,42.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,10,11,13,17,17,29,32,39,48,49,58,89,89,134,134,149,186,213,297,362,434,590,731,731,845,845,944,973,985,998,1007,1022,1034,1071,1076,1088,1096,1111,1111,1115,1119,1123,1132,1134,1188,1209,1226,1255,1267,1283,1308,1330,1400,1517,1617,1827,2046,2269,2269,2269,2467,2467,2696,2913,2913,3193,3353,3568,3778,3934,4053,4122,4168,4206,4277,4330,4372,4397,4440,4448,4464,4500,4538,4544,4556,4564,4564
Guinea ,9.9456,-9.6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,7,7,15,21,21,29,51,72,110,120,127,143,163,193,211,249,249,318,362,403,437,476,517,578,621,687,760,861,953,995,995,1162,1239,1350,1494,1536,1585,1585,1709,1810,1855,1926,2008,2041,2145,2145,2297,2373,2472,2472,2657,2657,2795,2862,2862,3066,3066,3175,3274,3274,3274,3274,3552,3655,3705,3705,3843,3885,3932,3990,4059,4116,4116,4215,4257,4257,4371,4425,4483,4531,4571,4638,4667,4840,4903,4959
North Macedonia ,41.6086,21.7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,6,13,13,13,17,25,34,47,66,84,114,135,147,176,200,218,240,258,284,328,353,383,429,482,554,569,598,616,662,710,759,827,853,907,973,1080,1116,1169,1206,1224,1230,1258,1299,1325,1366,1385,1398,1420,1441,1464,1493,1505,1510,1517,1525,1538,1571,1585,1621,1641,1663,1673,1693,1722,1739,1761,1791,1816,1838,1857,1897,1920,1940,1977,1998,2013,2038,2076,2128,2163,2225,2314,2390,2491,2610,2789,2914,3024,3151,3238,3363,3537,3700,3894,4056,4156,4298,4481,4663,4819,5004
Haiti ,18.9712,-72.2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,7,7,7,14,14,14,15,15,17,19,20,23,24,26,29,30,32,32,39,39,40,40,42,43,46,56,56,61,71,71,71,73,75,75,75,80,84,84,87,99,100,100,128,145,150,181,208,208,233,272,309,357,455,532,532,595,733,811,864,864,957,1173,1319,1319,1583,1864,2123,2225,2225,2506,2639,2739,3071,3333,3537,3661,3795,3940,3940,4164,4164,4440,4546,4687,4915,4979,5076
Tajikistan ,38.861034000000004,71.276093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,75,127,229,292,378,460,521,611,611,660,728,800,906,1117,1321,1523,1728,1935,2139,2349,2550,2737,2928,3099,3265,3423,3562,3685,3806,3929,4012,4099,4190,4288,4369,4452,4528,4608,4689,4762,4833,4901,4970,5034,5096,5159,5220,5278,5337,5398
Congo (Kinshasa) ,-4.0383,21.7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,13,17,22,29,35,44,47,50,50,64,64,80,97,108,133,133,153,153,160,179,179,179,214,222,233,234,240,253,266,286,306,326,331,349,358,376,393,415,441,458,470,490,571,603,673,673,681,704,796,862,936,936,990,1023,1101,1168,1241,1297,1454,1454,1537,1628,1730,1834,1944,2024,2140,2296,2402,2545,2659,2832,2965,3069,3194,3325,3494,3643,3763,3877,4015,4105,4258,4389,4514,4636,4723,4777,4836,4973,5099,5282,5476,5671
Senegal ,14.4974,-14.4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,9,9,23,23,25,30,30,37,46,66,78,85,98,104,118,129,141,161,174,189,194,206,218,221,225,236,243,249,264,277,279,290,298,313,334,341,349,366,376,411,441,478,544,613,670,735,822,881,932,1023,1114,1181,1270,1328,1432,1491,1550,1633,1708,1885,1994,2104,2188,2309,2428,2479,2543,2616,2713,2811,2908,2975,3046,3129,3160,3252,3347,3428,3534,3644,3738,3835,3931,4020,4154,4248,4327,4426,4515,4639,4758,4850,4995,5089,5172,5246,5368,5474,5638,5782
Uzbekistan ,41.3775,64.5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,22,32,42,42,45,49,59,74,87,103,143,148,171,180,204,226,265,341,456,519,544,581,623,766,864,997,1164,1301,1348,1404,1489,1564,1626,1677,1715,1757,1803,1861,1868,1903,1938,2001,2038,2085,2117,2148,2188,2206,2232,2297,2324,2348,2417,2485,2518,2611,2644,2685,2737,2752,2790,2854,2938,2963,3027,3114,3163,3188,3289,3368,3443,3467,3545,3622,3701,3759,3842,3938,4006,4093,4330,4439,4519,4622,4740,4868,4965,5079,5262,5492,5681,5766,5945,6152
Finland ,64.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,5,5,5,11,14,14,22,29,39,58,58,154,224,243,276,320,335,399,449,522,625,699,791,879,957,1040,1166,1239,1351,1417,1445,1517,1614,1881,1926,2175,2307,2486,2604,2768,2904,2973,3063,3160,3236,3368,3488,3680,3782,3867,4013,4128,4283,4394,4474,4575,4694,4739,4905,4994,5050,5175,5253,5326,5411,5572,5672,5737,5879,5961,5983,6002,6053,6144,6227,6285,6346,6379,6398,6442,6492,6536,6567,6578,6598,6627,6691,6742,6775,6825,6858,6884,6886,6910,6910,6940,6963,6980,7000,7024,7039,7063,7072,7086,7103,7107,7111,7116,7118,7132,7141
Cote d'Ivoire ,7.54,-5.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,13,13,24,72,79,95,100,100,164,167,178,189,193,217,244,260,322,348,383,443,443,532,573,625,637,637,653,687,800,846,846,915,951,1003,1076,1076,1149,1163,1182,1237,1274,1332,1361,1397,1431,1463,1515,1570,1601,1666,1699,1729,1856,1911,1970,2016,2060,2108,2118,2152,2230,2300,2340,2365,2375,2422,2476,2555,2640,2749,2798,2832,2950,3023,3109,3261,3430,3556,3738,3880,3994,4180,4403,4683,4847,5083,5438,5678,6062,6443,6873,7275
Alberta | Canada ,53.9333,-116.5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,18,18,28,28,38,55,73,96,118,145,194,258,300,358,357,485,541,541,620,660,689,753,968,968,1074,1180,1249,1372,1372,1422,1450,1566,1566,1731,1869,1869,1995,2396,2561,2802,2907,3094,3400,3719,4016,4232,4479,4695,4849,5164,5354,5572,5669,5765,5835,5892,5962,6016,6097,6156,6252,6299,6344,6406,6456,6514,6586,6643,6682,6715,6734,6767,6799,6817,6859,6878,6900,6925,6954,6978,6991,7009,7043,7056,7075,7090,7097,7137,7137,7201,7228,7275,7315,7345,7382,7432,7452,7481,7529,7578,7624,7672
Malaysia ,2.5,112.5,17,17,17,18,18,21,21,21,21,21,21,21,21,21,21,21,21,22,22,24,28,28,35,49,49,82,92,98,116,128,148,148,196,237,427,565,672,789,899,1029,1182,1305,1517,1623,1795,2030,2160,2319,2469,2625,2765,2907,3115,3332,3482,3661,3792,3962,4118,4227,4345,4529,4682,4816,4986,5071,5181,5250,5304,5388,5424,5481,5531,5602,5690,5741,5779,5819,5850,5944,6001,6070,6175,6297,6352,6382,6427,6466,6534,6588,6655,6725,6741,6778,6818,6854,6871,6893,6940,6977,7008,7058,7136,7184,7244,7416,7603,7618,7628,7731,7761,7818,7856,7876,7969,8246,8265,8302,8321,8328,8335,8337,8368,8401,8444,8452,8493,8504,8514,8528,8534,8555
Sudan ,12.8628,30.2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,4,5,5,6,6,7,9,9,11,11,13,13,14,16,18,18,28,31,31,31,32,65,65,106,106,139,173,173,212,236,274,317,374,441,532,591,591,677,777,851,929,1110,1163,1364,1525,1660,1817,1817,1963,2288,2288,2590,2727,2727,3137,3377,3627,3819,3975,3975,4345,4345,4520,4799,5025,5172,5309,5498,5713,5864,6080,6080,6241,6426,6581,6729,6878,7006,7219,7434,7739,8019,8019,8315,8579
Nepal ,28.1667,84.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,4,4,5,5,8,8,8,8,8,8,8,8,11,13,15,15,15,29,30,30,30,42,44,47,48,48,51,51,53,56,56,58,58,74,74,81,98,100,101,109,109,133,216,249,248,266,290,294,374,401,426,456,515,583,602,681,771,885,1041,1211,1400,1571,1810,2098,2299,2633,2911,3234,3447,3761,4085,4363,4613,5061,5334,5759,6210,6590,7176,7847,8273,8604
Norway ,60.472,8.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,18,24,31,55,86,107,146,175,204,399,597,701,995,1089,1220,1332,1462,1549,1745,1913,2117,2384,2620,2862,3083,3368,3754,4014,4283,4444,4640,4862,5146,5369,5549,5686,5864,6085,6085,6210,6313,6408,6524,6602,6622,6739,6895,6936,7035,7077,7155,7190,7337,7400,7462,7498,7526,7598,7659,7709,7737,7782,7808,7846,7903,7954,7995,8033,8069,8098,8104,8131,8156,8174,8195,8218,8236,8248,8256,8266,8280,8308,8331,8345,8351,8363,8382,8400,8410,8421,8436,8439,8445,8454,8476,8503,8521,8530,8546,8560,8575,8593,8607,8619,8627,8630,8646,8659,8691,8707,8725,8741
Morocco ,31.7917,-7.0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,5,6,16,27,28,37,48,62,76,95,114,142,169,224,274,344,401,478,555,616,653,707,790,918,1020,1119,1183,1274,1373,1447,1544,1660,1762,1887,2023,2282,2563,2684,2854,3045,3208,3445,3567,3757,3896,4064,4119,4251,4320,4422,4568,4728,4902,5052,5218,5407,5547,5710,5909,6062,6280,6417,6511,6606,6651,6740,6869,6951,7022,7132,7210,7331,7405,7432,7531,7576,7600,7642,7713,7779,7806,7832,7865,7921,8002,8070,8150,8223,8301,8436,8507,8536,8609,8691,8792,8884,8930,8996,9073,9612,9838
Czechia ,49.8175,15.472999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,11,17,18,30,30,40,90,93,140,188,252,297,395,463,693,832,994,1119,1235,1393,1653,1924,2278,2630,2816,3000,3307,3507,3857,4090,4471,4586,4821,5016,5311,5568,5731,5830,5990,6058,6110,6215,6432,6548,6605,6745,6899,7032,7131,7186,7272,7351,7403,7444,7503,7578,7681,7736,7754,7780,7818,7895,7973,8030,8076,8094,8122,8175,8220,8268,8350,8405,8454,8474,8585,8646,8720,8753,8812,8889,8954,9001,9049,9085,9139,9195,9229,9267,9301,9363,9437,9493,9528,9566,9627,9696,9750,9823,9854,9937,9990,10023,10063,10110,10161,10279,10405,10447
Cameroon ,3.8480000000000003,11.5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,9,9,12,19,26,39,55,65,74,74,90,90,138,138,192,232,305,508,554,649,657,657,729,729,819,819,819,819,847,847,995,995,1016,1016,1162,1162,1162,1333,1429,1517,1620,1704,1704,1831,1831,1831,2076,2076,2103,2103,2264,2266,2266,2273,2578,2688,2688,2799,2953,3104,3104,3104,3528,3528,3732,4287,4399,4399,4889,4889,5435,5435,5435,5435,5903,5903,6396,6584,6584,6788,7391,7598,7907,8059,8311,8680,8680,8680,8680,8680,9863,9863,9863,9863,10637,11609
Algeria ,28.0339,1.6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,11,16,16,18,19,19,19,23,25,36,47,53,59,73,86,89,138,200,229,263,301,366,408,453,510,583,715,846,985,1170,1250,1319,1422,1467,1571,1665,1760,1824,1913,1982,2069,2159,2267,2417,2533,2628,2717,2810,2909,3006,3126,3255,3381,3516,3648,3847,4005,4153,4294,4473,4647,4837,4996,5181,5368,5557,5722,5890,6066,6252,6441,6628,6820,7018,7200,7376,7541,7727,7917,8112,8305,8502,8696,8856,8996,9133,9266,9393,9512,9625,9732,9830,9934,10049,10153,10264,10381,10483,10588,10697,10809,10918,11030,11146,11267,11384,11503,11630
